Gene name,Strand,RefSeq mRNA ID,NCBI gene (formerly Entrezgene) ID
OPN1MW3,1,NM_001330067,101060233
ZMYND10-AS1,1,,
PANX2,1,NM_001160300,56666
PANX2,1,NM_052839,56666
PANX2,1,,56666
MST1R,-1,NM_002447,4486
MST1R,-1,,4486
MST1R,-1,NM_001244937,4486
MST1R,-1,NM_001318913,4486
HNRNPA3P2,1,,
TEX28,-1,NM_001205201,1527
TEX28,-1,NM_001586,1527
TEX28,-1,,1527
MRPS26,1,NM_030811,64949
TKTL1,1,NM_012253,8277
TKTL1,1,NM_001145933,8277
TKTL1,1,,8277
TKTL1,1,NM_001145934,8277
OXT,1,NM_000915,5020
KCNIP4-IT1,-1,,359822
HSP90AB2P,1,,
TRABD,1,NM_001320484,80305
TRABD,1,NM_001320485,80305
TRABD,1,NM_001378762,80305
TRABD,1,NM_025204,80305
TRABD,1,,80305
TRABD,1,NM_001320487,80305
TRABD,1,NM_001378765,80305
TRABD,1,NM_001320488,80305
AVP,-1,NM_000490,551
ADGRA3,-1,,166647
ADGRA3,-1,NM_145290,166647
RPS15AP27,-1,,
RN7SL555P,1,,
UBOX5-AS1,1,,100134015
NCBP1,1,NM_001351504,4686
NCBP1,1,NM_001351506,4686
NCBP1,1,NM_002486,4686
NCBP1,1,NM_001351507,4686
NCBP1,1,NM_001351505,4686
NCBP1,1,,4686
UBOX5,-1,NM_001267584,22888
UBOX5,-1,NM_014948,22888
UBOX5,-1,NM_199415,22888
UBOX5,-1,,22888
RACGAP1P1,-1,,
EIF3A,-1,NM_003750,8661
EIF3A,-1,,8661
GPD1,1,NM_005276,2819
GPD1,1,,2819
GPD1,1,NM_001257199,2819
ACP1,1,,52
ACP1,1,NM_007099,52
ACP1,1,NM_004300,52
ACP1,1,NM_001040649,52
FASTKD5,-1,NM_021826,60493
OR4F1P,-1,,
SDHAF4,1,,135154
SDHAF4,1,NM_145267,135154
DDRGK1,-1,,65992
DDRGK1,-1,NM_023935,65992
LINC02316,-1,,
SNORA70,1,,26778
DNASE1L1,-1,NM_001303620,1774
DNASE1L1,-1,NM_001009932,1774
DNASE1L1,-1,NM_001009934,1774
DNASE1L1,-1,NM_006730,1774
DNASE1L1,-1,,1774
DNASE1L1,-1,NM_001009933,1774
LYN,1,NM_002350,4067
LYN,1,NM_001111097,4067
LYN,1,,4067
TMEM201,1,NM_001010866,199953
TMEM201,1,NM_001130924,199953
TMEM201,1,,199953
MTND5P35,1,,
ZWILCH,1,NM_001287823,55055
ZWILCH,1,NM_017975,55055
ZWILCH,1,NM_001287821,55055
ZWILCH,1,,55055
ZWILCH,1,NM_001287822,55055
ITPA,1,,3704
ITPA,1,NM_001324237,3704
ITPA,1,NM_001324240,3704
ITPA,1,NM_033453,3704
ITPA,1,NM_181493,3704
ITPA,1,NM_001324238,3704
ITPA,1,NM_001324236,3704
ITPA,1,NM_001267623,3704
ITPA,1,NM_001351739,3704
CNTF,1,NM_000614,1270
,-1,,101928143
RIMS1,1,,22999
RIMS1,1,NM_014989,22999
RIMS1,1,NM_001350429,22999
RIMS1,1,NM_001350444,22999
RIMS1,1,NM_001350423,22999
RIMS1,1,NM_001350474,22999
RIMS1,1,NM_001350459,22999
RIMS1,1,NM_001350437,22999
RIMS1,1,NM_001350421,22999
RIMS1,1,NM_001350458,22999
RIMS1,1,NM_001350433,22999
RIMS1,1,NM_001350446,22999
RIMS1,1,NM_001350416,22999
RIMS1,1,NM_001350448,22999
RIMS1,1,NM_001350420,22999
RIMS1,1,NM_001350414,22999
RIMS1,1,NM_001350439,22999
RIMS1,1,NM_001350431,22999
RIMS1,1,NM_001350457,22999
RIMS1,1,NM_001350460,22999
RIMS1,1,NM_001350436,22999
RIMS1,1,NM_001350418,22999
RIMS1,1,NM_001350415,22999
RIMS1,1,NM_001350456,22999
RIMS1,1,NM_001168407,22999
RIMS1,1,NM_001350425,22999
RIMS1,1,NM_001350441,22999
RIMS1,1,NM_001350443,22999
RIMS1,1,NM_001350454,22999
RIMS1,1,NM_001350435,22999
RIMS1,1,NM_001350447,22999
RIMS1,1,NM_001350462,22999
RIMS1,1,NM_001350469,22999
RIMS1,1,NM_001350466,22999
RIMS1,1,NM_001350464,22999
RIMS1,1,NM_001350461,22999
RIMS1,1,NM_001350463,22999
RIMS1,1,NM_001350471,22999
RIMS1,1,NM_001350424,22999
RIMS1,1,NM_001350450,22999
RIMS1,1,NM_001350442,22999
RIMS1,1,NM_001350417,22999
RIMS1,1,NM_001168408,22999
RIMS1,1,NM_001350426,22999
RIMS1,1,NM_001350455,22999
RIMS1,1,NM_001350434,22999
RIMS1,1,NM_001350445,22999
RIMS1,1,NM_001350438,22999
RIMS1,1,NM_001350422,22999
RIMS1,1,NM_001350427,22999
RIMS1,1,NM_001350449,22999
RIMS1,1,NM_001350432,22999
RIMS1,1,NM_001350440,22999
RIMS1,1,NM_001350419,22999
RIMS1,1,NM_001350452,22999
RIMS1,1,NM_001168409,22999
RIMS1,1,NM_001350465,22999
RIMS1,1,NM_001350467,22999
RIMS1,1,NM_001350468,22999
RIMS1,1,NM_001350428,22999
RIMS1,1,NM_001350430,22999
RIMS1,1,NM_001350470,22999
RIMS1,1,NM_001168410,22999
RIMS1,1,NM_001350473,22999
RIMS1,1,NM_001350472,22999
RIMS1,1,NM_001168411,22999
LINC02295,1,,
KNOP1P2,-1,,
SELENOO,1,,83642
SELENOO,1,NM_031454,83642
TEX22,1,,647310
TEX22,1,NM_001195082,647310
KRT87P,-1,,85349
SLC38A9,-1,,153129
SLC38A9,-1,NM_001349385,153129
SLC38A9,-1,NM_001349384,153129
SLC38A9,-1,NM_001349383,153129
SLC38A9,-1,NM_001349382,153129
SLC38A9,-1,NM_173514,153129
SLC38A9,-1,NM_001258286,153129
SLC38A9,-1,NM_001258287,153129
SLC38A9,-1,NM_001282429,153129
VPS35,-1,NM_018206,55737
VPS35,-1,,55737
PC,-1,,5091
PC,-1,NM_022172,5091
PC,-1,NM_000920,5091
PC,-1,NM_001040716,5091
LINC02472,1,,
,-1,,100129917
CHORDC2P,-1,,
ADI1P3,1,,
POLR2KP1,1,,
LINC00587,1,,414319
HOXC-AS1,-1,,100874363
BCL11B,-1,NM_001282237,64919
BCL11B,-1,NM_138576,64919
BCL11B,-1,NM_001282238,64919
BCL11B,-1,NM_022898,64919
BCL11B,-1,,64919
ENPP7P11,1,,
SUGT1P4-STRA6LP-CCDC180,1,,57653
EEF1A1P17,1,,
ARAP2,-1,,116984
ARAP2,-1,NM_015230,116984
NCKAP5L,-1,,57701
NCKAP5L,-1,NM_001037806,57701
NCKAP5L,-1,NM_001368048,57701
LINC02606,-1,,100506022
GRHL3-AS1,-1,,
LINC01714,1,,102724539
MTOR,-1,,2475
MTOR,-1,NM_001386501,2475
MTOR,-1,NM_004958,2475
MTOR,-1,NM_001386500,2475
TUBGCP6,-1,,85378
TUBGCP6,-1,NM_020461,85378
ZNF75BP,-1,,
LINC02156,1,,
ALKAL1,-1,NM_207413,389658
ALKAL1,-1,,389658
SALL4P5,1,,
ILF2P1,1,,
NDUFA9,1,,4704
NDUFA9,1,NM_005002,4704
PDE12,1,NM_001322177,201626
PDE12,1,NM_177966,201626
CYCSP22,-1,,
SAMD9,-1,NM_017654,54809
SAMD9,-1,,54809
SAMD9,-1,NM_001193307,54809
RPL5P10,-1,,
RASSF1-AS1,1,,102060282
RP1,1,,6101
RP1,1,NM_006269,6101
RP1,1,NM_001375654,6101
DLEC1P1,-1,,
RAC1P9,1,,
SOCS5P1,-1,,
OXNAD1,1,NM_001352977,92106
OXNAD1,1,NM_001352980,92106
OXNAD1,1,NM_138381,92106
OXNAD1,1,NM_001352982,92106
OXNAD1,1,NM_001352983,92106
OXNAD1,1,NM_001352978,92106
OXNAD1,1,NM_001352981,92106
OXNAD1,1,,92106
OXNAD1,1,NM_001330671,92106
OXNAD1,1,NM_001330670,92106
TAZ,1,,6901
TAZ,1,NM_181311,6901
TAZ,1,NM_000116,6901
TAZ,1,NM_181313,6901
TAZ,1,NM_181312,6901
TAZ,1,NM_001303465,6901
ASB4,1,,51666
ASB4,1,NM_145872,51666
ASB4,1,NM_016116,51666
THNSL1,1,NM_024838,79896
THNSL1,1,,79896
ARHGAP23P1,-1,,
LINC02288,1,,283575
RPL23AP10,-1,,
ATG2B,-1,NM_018036,55102
ATG2B,-1,,55102
RHOBTB1,-1,NM_001350905,9886
RHOBTB1,-1,NM_001350911,9886
RHOBTB1,-1,NM_001350910,9886
RHOBTB1,-1,NM_001350904,9886
RHOBTB1,-1,NM_014836,9886
RHOBTB1,-1,NM_001350909,9886
RHOBTB1,-1,NM_001242359,9886
RHOBTB1,-1,NM_001350902,9886
RHOBTB1,-1,NM_001350907,9886
RHOBTB1,-1,NM_001350908,9886
RHOBTB1,-1,NM_001350903,9886
RHOBTB1,-1,NM_001350906,9886
RHOBTB1,-1,,9886
RNU6-1019P,1,,
UBE2V1P1,-1,,
MCTS2P,1,,
HM13-IT1,1,,
HM13-AS1,-1,,
AGGF1P9,1,,
HMGB3P21,-1,,
RNU6-384P,1,,
GABPAP,1,,
ID1,1,NM_181353,3397
ID1,1,NM_002165,3397
ENPP7P13,1,,
MTCO1P8,-1,,
VN1R69P,1,,
CLUHP11,1,,
DDX43P3,-1,,
AGFG2,1,,3268
AGFG2,1,NM_006076,3268
TP53TG3B,1,NM_001099687,729355
TP53TG3B,1,,729355
TP53TG3B,1,NM_001099687,102723655
TP53TG3B,1,,102723655
TP53TG3B,1,NM_001099687,102723713
TP53TG3B,1,,102723713
TP53TG3B,1,NM_001099687,102724101
TP53TG3B,1,,102724101
TP53TG3B,1,NM_001099687,102724127
TP53TG3B,1,,102724127
MIR3193,1,,100422904
COX4I2,1,NM_032609,84701
COX4I2,1,,84701
SNTG1,1,NM_001287813,54212
SNTG1,1,,54212
SNTG1,1,NM_018967,54212
SNTG1,1,NM_001321773,54212
SNTG1,1,NM_001287814,54212
SNTG1,1,NM_001321775,54212
SNTG1,1,NM_001321776,54212
SNTG1,1,NM_001321777,54212
SNTG1,1,NM_001321778,54212
HDAC10,-1,,83933
HDAC10,-1,NM_032019,83933
HDAC10,-1,NM_001159286,83933
FAM153DP,1,,
BCL2L1-AS1,1,,
ABALON,1,,103021294
TPX2,1,,22974
TPX2,1,NM_012112,22974
PBLD,-1,,64081
PBLD,-1,NM_001033083,64081
PBLD,-1,NM_022129,64081
IGHV3OR16-8,1,,
CKBP1,-1,,
ZNF971P,-1,,
HERC2P8,-1,,
DUX4L27,-1,,
IGHVIII-16-1,-1,,
FRMD6-AS2,-1,,100874185
RPS6KA5,-1,NM_001322232,9252
RPS6KA5,-1,NM_001322228,9252
RPS6KA5,-1,NM_001322236,9252
RPS6KA5,-1,NM_001322233,9252
RPS6KA5,-1,NM_001322229,9252
RPS6KA5,-1,NM_004755,9252
RPS6KA5,-1,,9252
RPS6KA5,-1,NM_001322231,9252
RPS6KA5,-1,NM_001322230,9252
RPS6KA5,-1,NM_001322234,9252
RPS6KA5,-1,NM_001322235,9252
RPS6KA5,-1,NM_001322227,9252
RPS6KA5,-1,NM_001322238,9252
RPS6KA5,-1,NM_001322237,9252
RPS6KA5,-1,NM_182398,9252
TMBIM7P,-1,,105375396
SLC6A10P,-1,,386757
COL17A1,-1,,1308
COL17A1,-1,NM_000494,1308
PBRM1,-1,,55193
PBRM1,-1,NM_018313,55193
PBRM1,-1,NM_001366071,55193
PBRM1,-1,NM_001366073,55193
PBRM1,-1,NM_001366072,55193
PBRM1,-1,NM_181042,55193
PBRM1,-1,NM_001366074,55193
PBRM1,-1,NM_001350079,55193
PBRM1,-1,NM_001350075,55193
PBRM1,-1,NM_001366076,55193
PBRM1,-1,NM_001366075,55193
PBRM1,-1,NM_001366070,55193
PBRM1,-1,NM_001350076,55193
PBRM1,-1,NM_001350078,55193
PBRM1,-1,NM_001350074,55193
PBRM1,-1,NM_001350077,55193
RBM48,1,NM_001363367,84060
RBM48,1,NM_001363366,84060
RBM48,1,NM_032120,84060
RBM48,1,,84060
SHMT2,1,NM_005412,6472
SHMT2,1,,6472
SHMT2,1,NM_001166356,6472
SHMT2,1,NM_001166358,6472
SHMT2,1,NM_001166359,6472
SHMT2,1,NM_001166357,6472
KCTD9P5,-1,,
CDH10,-1,NM_001317222,1008
CDH10,-1,NM_001362460,1008
CDH10,-1,NM_001317224,1008
CDH10,-1,NM_006727,1008
CDH10,-1,,1008
GPR78,1,,27201
GPR78,1,NM_080819,27201
SHISA9,1,NM_001145204,729993
SHISA9,1,NM_001145205,729993
SHISA9,1,,729993
EEF1A1P28,1,,
MTERF1,-1,,7978
MTERF1,-1,NM_001301134,7978
MTERF1,-1,NM_006980,7978
MTERF1,-1,NM_001301135,7978
OR4Q1P,1,,
EEF1A1P38,-1,,
TAF5LP1,1,,
TEX9,1,,374618
TEX9,1,NM_198524,374618
TEX9,1,NM_001385047,374618
TEX9,1,NM_001385046,374618
TEX9,1,NM_001385043,374618
TEX9,1,NM_001385041,374618
TEX9,1,NM_001385042,374618
TEX9,1,NM_001385040,374618
TEX9,1,NM_001286449,374618
TEX9,1,NM_001385045,374618
TEX9,1,NM_001385049,374618
TEX9,1,NM_001385044,374618
TEX9,1,NM_001385048,374618
RFPL4AP3,-1,,
PEX12,-1,NM_000286,5193
PEX12,-1,,5193
LINC02447,-1,,
GS1-124K5.4,1,,100289098
NOMO1,1,NM_014287,23420
NOMO1,1,,23420
OR7E84P,1,,
NPTX2,1,NM_002523,4885
NPTX2,1,,4885
TLR10,-1,NM_030956,81793
TLR10,-1,,81793
TLR10,-1,NM_001195108,81793
TLR10,-1,NM_001195106,81793
TLR10,-1,NM_001017388,81793
TLR10,-1,NM_001195107,81793
TAF11L3,1,,
C7,1,NM_000587,730
C7,1,,730
NEUROD2,-1,,4761
NEUROD2,-1,NM_006160,4761
LINC01446,-1,,401337
TMEM98,1,,26022
TMEM98,1,NM_001301746,26022
TMEM98,1,NM_015544,26022
TMEM98,1,NM_001033504,26022
OR7E86P,1,,
COX6B1P5,1,,
C4orf19,1,NM_001104629,55286
C4orf19,1,,55286
C4orf19,1,NM_018302,55286
TP73,1,NM_005427,7161
TP73,1,NM_001204185,7161
TP73,1,NM_001204186,7161
TP73,1,NM_001204184,7161
TP73,1,,7161
TP73,1,NM_001126241,7161
TP73,1,NM_001204189,7161
TP73,1,NM_001126242,7161
TP73,1,NM_001126240,7161
TP73,1,NM_001204190,7161
TP73,1,NM_001204191,7161
TP73,1,NM_001204192,7161
TP73,1,NM_001204187,7161
TP73,1,NM_001204188,7161
IFITM3P4,1,,
BET1-AS1,1,,
ERVW-1,-1,,30816
ERVW-1,-1,NM_001130925,30816
ERVW-1,-1,NM_014590,30816
MYLK2,1,,85366
MYLK2,1,NM_033118,85366
TEX47,-1,NM_152706,219557
ZKSCAN1,1,NM_001346579,7586
ZKSCAN1,1,NM_001346581,7586
ZKSCAN1,1,NM_003439,7586
ZKSCAN1,1,,7586
ZKSCAN1,1,NM_001287054,7586
ZKSCAN1,1,NM_001346580,7586
ZKSCAN1,1,NM_001287055,7586
EXOC1,1,NM_001024924,55763
EXOC1,1,NM_018261,55763
EXOC1,1,NM_178237,55763
EXOC1,1,,55763
PPIAP77,-1,,
MTND2P11,1,,
CCDC180,1,,100499483
CCDC180,1,NM_001348010,100499483
CCDC180,1,NM_020893,100499483
GPX8,1,NM_001008397,493869
GPX8,1,,493869
GPX8,1,NM_001306198,493869
GPX8,1,NM_001306197,493869
GPX8,1,NM_001306201,493869
LRP4,-1,NM_002334,4038
LRP4,-1,,4038
GCOM1,1,NM_001018090,145781
GCOM1,1,NM_001285900,145781
GCOM1,1,,145781
GCOM1,1,NM_001018091,145781
NRG1,1,NM_001322201,3084
NRG1,1,NM_001160001,3084
NRG1,1,NM_001322202,3084
NRG1,1,NM_001159995,3084
NRG1,1,,3084
NRG1,1,NM_001159999,3084
NRG1,1,NM_013962,3084
NRG1,1,NM_001160008,3084
NRG1,1,NM_013958,3084
NRG1,1,NM_004495,3084
NRG1,1,NM_001160002,3084
NRG1,1,NM_013957,3084
NRG1,1,NM_001160005,3084
NRG1,1,NM_001160007,3084
NRG1,1,NM_013960,3084
NRG1,1,NM_013956,3084
NRG1,1,NM_001160004,3084
NRG1,1,NM_013964,3084
NRG1,1,NM_001322206,3084
NRG1,1,NM_001322205,3084
NRG1,1,NM_001322197,3084
NRG1,1,NM_013959,3084
NRG1,1,NM_001322207,3084
NRG1,1,NM_001159996,3084
ISL1,1,NM_002202,3670
ISL1,1,,3670
RPL32P18,1,,
PMS2P3,-1,,5387
FOXS1,-1,NM_004118,2307
BCL2L1,-1,NM_001322242,598
BCL2L1,-1,NM_001191,598
BCL2L1,-1,NM_001317919,598
BCL2L1,-1,NM_138578,598
BCL2L1,-1,,598
BCL2L1,-1,NM_001317920,598
BCL2L1,-1,NM_001322239,598
BCL2L1,-1,NM_001317921,598
BCL2L1,-1,NM_001322240,598
ANKRD9,-1,NM_001348652,122416
ANKRD9,-1,NM_152326,122416
ANKRD9,-1,NM_001348651,122416
ANKRD9,-1,,122416
,-1,,101929748
ELF2P3,1,,
UPF3AP3,-1,,
LINC02893,-1,,440173
,1,,100506406
ATP5MC1P2,-1,,
C5orf34-AS1,1,,
LINC02310,-1,,105370496
ANXA1,1,NM_000700,301
ANXA1,1,,301
LINC02330,-1,,105370611
TAC1,1,NM_003182,6863
TAC1,1,NM_013996,6863
TAC1,1,NM_013997,6863
TAC1,1,NM_013998,6863
TAC1,1,,6863
LINC00237,-1,,105372556
ANKH,-1,NM_054027,56172
ANKH,-1,,56172
RPL24P2,1,,
KIZ,1,NM_001276389,55857
KIZ,1,NM_001163022,55857
KIZ,1,NM_001352435,55857
KIZ,1,,55857
KIZ,1,NM_001163023,55857
KIZ,1,NM_018474,55857
KIZ,1,NM_001352434,55857
KIZ,1,NM_001352436,55857
JAG2,-1,NM_002226,3714
JAG2,-1,NM_145159,3714
JAG2,-1,,3714
LYZL1,1,NM_032517,84569
LYZL1,1,,84569
SCGB2A2,1,NM_002411,4250
SCGB2A2,1,,4250
TTC23L,1,,153657
TTC23L,1,NM_144725,153657
TTC23L,1,NM_001386172,153657
TTC23L,1,NM_001317949,153657
TTC23L,1,NM_001386169,153657
TTC23L,1,NM_001386171,153657
TTC23L,1,NM_001386170,153657
ZNF257,1,,113835
ZNF257,1,NM_001316998,113835
ZNF257,1,NM_001316996,113835
ZNF257,1,NM_001316997,113835
ZNF257,1,NM_033468,113835
PTGES3P5,1,,
ARMH3,-1,,79591
ARMH3,-1,NM_024541,79591
ZNF729,1,NM_001242680,100287226
METTL15,1,NM_001297775,196074
METTL15,1,,196074
METTL15,1,NM_001113528,196074
METTL15,1,NM_152636,196074
ZNF492,1,NM_020855,57615
SEC61G,-1,,23480
SEC61G,-1,NM_001012456,23480
SEC61G,-1,NM_014302,23480
BCAP31P1,-1,,
LINC02167,1,,400533
ITPRIP-AS1,1,,
RPL13AP6,-1,,644511
TP53TG3C,1,NM_001205259,653550
TP53TG3C,1,,653550
TP53TG3C,1,NM_001205259,102723655
TP53TG3C,1,,102723655
TP53TG3C,1,NM_001205259,102723713
TP53TG3C,1,,102723713
TP53TG3C,1,NM_001205259,102724101
TP53TG3C,1,,102724101
TP53TG3C,1,NM_001205259,102724127
TP53TG3C,1,,102724127
AGAP9,-1,NM_001190810,642517
KLHL26,1,NM_001345982,55295
KLHL26,1,NM_018316,55295
KLHL26,1,NM_001345981,55295
KLHL26,1,NM_001345985,55295
KLHL26,1,,55295
KLHL26,1,NM_001345984,55295
KLHL26,1,NM_001345983,55295
ADH5P5,1,,
LINC02119,1,,101929745
PGAM1,1,NM_002629,5223
PGAM1,1,,5223
CICP11,1,,
PRELID3BP4,-1,,
EEF2K,1,NM_013302,29904
EEF2K,1,,29904
IFT22,-1,NM_022777,64792
IFT22,-1,,64792
IFT22,-1,NM_001130821,64792
IFT22,-1,NM_001287525,64792
IFT22,-1,NM_001130822,64792
IFT22,-1,NM_001130820,64792
IFT22,-1,NM_001287526,64792
TBC1D19,1,,55296
TBC1D19,1,NM_018317,55296
TBC1D19,1,NM_001292054,55296
PPWD1,1,,23398
PPWD1,1,NM_015342,23398
PPWD1,1,NM_001278926,23398
PPWD1,1,NM_001278927,23398
PPWD1,1,NM_001278929,23398
NPAP1P6,1,,
SLC35E1,-1,,79939
SLC35E1,-1,NM_024881,79939
SPATA31A6,1,NM_001145196,389730
SPATA31A6,1,,389730
LINC01492,-1,,101928496
BDNF,-1,NM_001143816,627
BDNF,-1,NM_170733,627
BDNF,-1,NM_170735,627
BDNF,-1,NM_170734,627
BDNF,-1,,627
BDNF,-1,NM_001143813,627
BDNF,-1,NM_001709,627
BDNF,-1,NM_001143814,627
BDNF,-1,NM_001143812,627
BDNF,-1,NM_001143808,627
BDNF,-1,NM_001143809,627
BDNF,-1,NM_001143811,627
BDNF,-1,NM_001143810,627
BDNF,-1,NM_001143807,627
BDNF,-1,NM_170732,627
BDNF,-1,NM_001143806,627
BDNF,-1,NM_001143805,627
BDNF,-1,NM_170731,627
AMBP,-1,NM_001633,259
AMBP,-1,,259
CH17-340M24.3,-1,,158960
GDI1,1,,2664
GDI1,1,NM_001493,2664
ALKAL2,-1,NM_001002919,285016
ALKAL2,-1,,285016
CYP26A1,1,NM_057157,1592
CYP26A1,1,NM_000783,1592
CYP26A1,1,,1592
RNA5SP477,-1,,
KIZ-AS1,-1,,101929591
BNIP3P28,1,,
RPL34P20,-1,,
RPS15AP1,-1,,
ZNF877P,1,,
FAM13C,-1,NM_198215,220965
FAM13C,-1,,220965
FAM13C,-1,NM_001347843,220965
FAM13C,-1,NM_001001971,220965
FAM13C,-1,NM_001143773,220965
FAM13C,-1,NM_001347847,220965
FAM13C,-1,NM_001347840,220965
FAM13C,-1,NM_001347846,220965
FAM13C,-1,NM_001347851,220965
FAM13C,-1,NM_001347849,220965
FAM13C,-1,NM_001347852,220965
FAM13C,-1,NM_001347845,220965
FAM13C,-1,NM_001347848,220965
FAM13C,-1,NM_001347844,220965
FAM13C,-1,NM_001347842,220965
FAM13C,-1,NM_001347850,220965
FAM13C,-1,NM_001166698,220965
TMEM161A,-1,NM_001256766,54929
TMEM161A,-1,,54929
TMEM161A,-1,NM_017814,54929
RNU6-192P,1,,
OVOL2,-1,,58495
OVOL2,-1,NM_021220,58495
OVOL2,-1,NM_001303461,58495
OVOL2,-1,NM_001303462,58495
IQCK,1,,124152
IQCK,1,NM_153208,124152
IQCK,1,NM_001305122,124152
IQCK,1,NM_001305121,124152
CCL2,1,,6347
CCL2,1,NM_002982,6347
GLRX5,1,,51218
GLRX5,1,NM_016417,51218
SNORD17,-1,,692086
YBX1P6,-1,,
RPL35AP22,-1,,
MGME1,1,NM_001310338,92667
MGME1,1,NM_052865,92667
MGME1,1,NM_001363738,92667
MGME1,1,NM_001310339,92667
MGME1,1,,92667
SPDYE16,-1,NM_001351597,285955
SPDYE16,-1,NM_001351597,102723555
GCNT1,1,,2650
GCNT1,1,NM_001490,2650
GCNT1,1,NM_001097633,2650
GCNT1,1,NM_001097634,2650
GCNT1,1,NM_001097635,2650
GCNT1,1,NM_001097636,2650
LDLRAD3,1,NM_001304264,143458
LDLRAD3,1,NM_001304263,143458
LDLRAD3,1,,143458
LDLRAD3,1,NM_174902,143458
NME8,1,NM_016616,51314
NME8,1,,51314
CDC6,1,NM_001254,990
CDC6,1,,990
PTMAP3,1,,
RPL15P1,-1,,
RNU7-137P,-1,,
MEP1AP4,-1,,
GGCTP2,1,,
DNAJA1,1,NM_001539,3301
DNAJA1,1,NM_001314039,3301
DNAJA1,1,,3301
RN7SL14P,-1,,
RNU2-56P,-1,,
RN7SKP74,-1,,
ZNF133-AS1,-1,,
ALDH3B1,1,NM_001161473,221
ALDH3B1,1,,221
ALDH3B1,1,NM_000694,221
ALDH3B1,1,NM_001290059,221
ALDH3B1,1,NM_001030010,221
ALDH3B1,1,NM_001290058,221
LINC00851,1,,440757
KAT14,1,,57325
KAT14,1,NM_001384192,57325
KAT14,1,NM_020536,57325
KRT6B,-1,NM_005555,3854
EEF1DP2,-1,,
DAPK1-IT1,1,,100506897
GAS1RR,1,,100506834
GPRC5B,-1,NM_016235,51704
GPRC5B,-1,,51704
GPRC5B,-1,NM_001304771,51704
C9orf78,-1,NM_016520,51759
C9orf78,-1,,51759
GCSHP1,-1,,
FAM50A,1,NM_004699,9130
FAM50A,1,,9130
LINC01147,-1,,
NNT-AS1,-1,,
LINC00524,-1,,338002
GLS2,-1,,27165
GLS2,-1,NM_013267,27165
GLS2,-1,NM_001280797,27165
GLS2,-1,NM_001280796,27165
GLS2,-1,NM_001280798,27165
AK7,1,NM_152327,122481
AK7,1,NM_001350888,122481
AK7,1,NM_001350890,122481
AK7,1,NM_001350892,122481
AK7,1,NM_001350891,122481
AK7,1,,122481
AK4P2,-1,,
ATPSCKMT,-1,,134145
ATPSCKMT,-1,NM_001258389,134145
ATPSCKMT,-1,NM_199133,134145
ATPSCKMT,-1,NM_001258388,134145
RPS27AP15,-1,,
,-1,,340512
MAPK12,-1,,6300
MAPK12,-1,NM_002969,6300
MAPK12,-1,NM_001303252,6300
PSMD3,1,NM_002809,5709
PSMD3,1,,5709
PCSK5,1,,5125
PCSK5,1,NM_001372043,5125
PCSK5,1,NM_006200,5125
PCSK5,1,NM_001190482,5125
MRPS17,1,NM_015969,51373
MRPS17,1,,51373
ADI1,-1,,55256
CCNYL3,1,,
ABHD17AP9,1,,
LINC00642,1,,400238
FBXO4,1,,26272
FBXO4,1,NM_033484,26272
FBXO4,1,NM_012176,26272
FBXO4,1,NM_001297437,26272
QPRT,1,,23475
QPRT,1,NM_001318249,23475
QPRT,1,NM_014298,23475
QPRT,1,NM_001318250,23475
LINC01865,1,,
,1,,112268411
CYCS,-1,NM_018947,54205
CYCS,-1,,54205
BNIP3P25,1,,
PXDN,-1,NM_012293,7837
PXDN,-1,,7837
ELL,-1,NM_006532,8178
ELL,-1,,8178
PPP1R13B,-1,,23368
PPP1R13B,-1,NM_015316,23368
PET117,1,NM_001164811,100303755
MIR6858,1,,102465517
CTBP2P6,1,,
PLXNA3,1,NM_017514,55558
PLXNA3,1,,55558
LAMP5-AS1,-1,,101929329
MRPL16,-1,NM_017840,54948
MRPL16,-1,,54948
VPS35P1,1,,
LAMP5,1,NM_001199897,24141
LAMP5,1,NM_012261,24141
MYOM3,-1,,127294
MYOM3,-1,NM_152372,127294
COL1A2,1,NM_000089,1278
COL1A2,1,,1278
C16orf54,-1,NM_175900,283897
UCHL1-AS1,-1,,101410542
LINC02497,1,,
LINC02513,1,,105374410
MTCYBP43,-1,,
NPR3,1,,4883
NPR3,1,NM_001363652,4883
NPR3,1,NM_001364460,4883
NPR3,1,NM_001364458,4883
NPR3,1,NM_001204375,4883
NPR3,1,NM_000908,4883
NPR3,1,NM_001204376,4883
LINC02890,-1,,
TNIP2,-1,NM_001161527,79155
TNIP2,-1,NM_024309,79155
TNIP2,-1,NM_001292016,79155
TNIP2,-1,,79155
PSMF1,1,,9491
PSMF1,1,NM_178578,9491
PSMF1,1,NM_001323407,9491
PSMF1,1,NM_001323410,9491
PSMF1,1,NM_001323408,9491
PSMF1,1,NM_001323409,9491
PSMF1,1,NM_006814,9491
ZNRD2,1,NM_006396,10534
ZNRD2,1,NM_001303024,10534
ZNRD2,1,,10534
PHKB,1,,5257
PHKB,1,NM_001031835,5257
PHKB,1,NM_001363837,5257
PHKB,1,NM_000293,5257
SAMD8,1,,142891
SAMD8,1,NM_001174156,142891
SAMD8,1,NM_144660,142891
ANGPTL7,1,NM_021146,10218
ANGPTL7,1,,10218
LINC02383,-1,,105374436
PPARGC1A,-1,,10891
PPARGC1A,-1,NM_001354827,10891
